id,age,genre,situation_familiale,niveau_numerique,code_postal,ville,date_inscription,frequence_visite
370,81,F,veuf,debutant,38842,Duval-sur-Lombard,2023-08-20,regulier
371,27,F,veuf,avance,67232,Saint Andrée,2023-09-21,regulier
372,49,M,marie,debutant,75685,Saint Renée-sur-Mer,2024-10-23,nouveau
373,77,F,marie,avance,97299,Bernard,2024-11-17,occasionnel
374,53,M,concubinage,avance,97424,Royer,2024-05-04,regulier
375,58,M,divorce,debutant,11206,MaheVille,2024-07-29,occasionnel
376,77,M,marie,avance,61778,Rolland,2024-04-24,occasionnel
377,59,F,celibataire,avance,45607,Renard-sur-Mer,2023-10-23,regulier
378,34,F,concubinage,intermediaire,97485,Françoisdan,2025-01-14,occasionnel
379,59,F,concubinage,avance,97154,Meyer,2024-08-18,regulier
380,46,F,divorce,intermediaire,79478,Blanc,2023-09-02,regulier
381,41,F,marie,intermediaire,57209,ThierryBourg,2024-06-01,nouveau
382,25,F,veuf,debutant,97362,Garnier,2025-01-05,regulier
383,73,M,concubinage,avance,20869,DurandBourg,2025-03-04,occasionnel
384,62,F,celibataire,avance,72751,Sainte Marc,2023-09-22,regulier
385,21,F,marie,intermediaire,97138,Seguin,2024-05-27,nouveau
386,53,M,concubinage,intermediaire,71152,Peltier-sur-Jean,2025-06-17,regulier
387,70,M,divorce,debutant,70513,Briand-sur-Pottier,2024-01-29,nouveau
388,40,F,divorce,intermediaire,86718,Moulin,2024-04-29,occasionnel
389,65,M,veuf,debutant,23912,Sainte LaureVille,2024-11-30,regulier
390,45,M,marie,intermediaire,68690,Leclerc-la-Forêt,2023-12-01,regulier
391,55,F,celibataire,debutant,66932,JosephBourg,2024-08-01,occasionnel
392,37,F,veuf,debutant,55643,Sainte Nicolas-sur-Mer,2024-01-01,occasionnel
393,80,F,marie,intermediaire,27294,Roussel,2025-04-05,occasionnel
394,42,F,celibataire,debutant,28196,Dupré,2025-03-05,nouveau
395,85,M,celibataire,debutant,95731,Davidnec,2025-02-12,nouveau
396,51,F,marie,avance,68860,Gonzalez,2024-08-08,regulier
397,41,F,concubinage,intermediaire,30803,Lagarde,2025-07-04,nouveau
398,44,F,concubinage,debutant,86445,Hernandez,2025-04-19,occasionnel
399,53,M,concubinage,debutant,72332,Bertin,2024-12-17,regulier
400,20,M,marie,intermediaire,68676,Launay,2024-07-20,occasionnel
401,43,F,concubinage,intermediaire,66562,Lemoine-les-Bains,2024-04-07,nouveau
402,76,F,celibataire,avance,97312,Sainte Aiméboeuf,2025-05-28,occasionnel
403,18,F,concubinage,intermediaire,22487,Huet,2023-11-06,regulier
404,67,F,celibataire,intermediaire,83743,Mary-sur-Hervé,2025-03-14,regulier
405,80,F,celibataire,avance,81682,Pruvost,2025-02-09,regulier
406,40,M,celibataire,avance,90664,Gilbert,2024-09-30,nouveau
407,74,M,veuf,avance,58835,Saint Élise-la-Forêt,2025-06-04,occasionnel
408,27,F,divorce,intermediaire,52210,JacobVille,2025-02-20,occasionnel
409,51,M,marie,intermediaire,87813,Sanchezdan,2024-12-25,nouveau
410,55,M,concubinage,avance,76866,Millet-sur-Pons,2023-12-07,regulier
411,37,F,divorce,debutant,34580,Lecomte,2025-02-11,occasionnel
412,69,M,concubinage,intermediaire,61533,Brunel,2024-01-09,regulier
413,73,F,concubinage,debutant,89746,Saint LaureVille,2025-07-05,regulier
414,42,F,veuf,avance,89409,Lemoine-les-Bains,2024-03-26,nouveau
415,53,M,concubinage,avance,32872,Brun,2023-10-15,occasionnel
416,19,F,celibataire,debutant,12784,Letellier-sur-Mer,2024-12-10,nouveau
417,18,M,veuf,debutant,62547,Charpentiernec,2023-12-21,occasionnel
418,45,M,veuf,avance,75556,Hoareau,2025-05-15,nouveau
419,45,M,veuf,intermediaire,64997,Galletnec,2023-08-09,regulier
420,24,F,concubinage,debutant,97448,Saint Gabrielleboeuf,2024-03-31,nouveau
421,53,F,divorce,intermediaire,79507,BarthelemyBourg,2025-06-28,regulier
422,73,M,marie,intermediaire,40193,Bouchet-sur-Mer,2024-08-25,nouveau
423,78,M,divorce,debutant,15352,Thierry-sur-Verdier,2025-07-09,nouveau
424,45,F,divorce,intermediaire,37611,Albert-la-Forêt,2024-07-19,nouveau
425,46,M,divorce,intermediaire,35301,Blot,2025-01-04,nouveau
426,24,F,celibataire,intermediaire,79971,Saint Astrid,2025-04-03,occasionnel
427,73,M,celibataire,debutant,24357,Chauveaunec,2025-05-23,regulier
428,35,F,marie,intermediaire,97478,Benoit-sur-Camus,2023-12-04,nouveau
429,48,M,veuf,debutant,94787,Fernandez,2024-10-12,regulier
430,76,F,divorce,debutant,97497,Clerc,2024-05-28,nouveau
431,50,M,concubinage,debutant,24800,Pascal-sur-De Sousa,2024-12-10,occasionnel
432,39,F,marie,avance,33934,Aubry,2023-09-05,occasionnel
433,76,F,concubinage,debutant,85294,Charles-sur-Chauvin,2024-06-30,nouveau
434,35,F,concubinage,intermediaire,81453,Toussaint,2024-06-28,nouveau
435,37,F,veuf,intermediaire,74801,Mullernec,2025-01-13,regulier
436,70,M,veuf,avance,21365,Leroy,2025-03-19,nouveau
437,64,F,divorce,avance,80911,LopesBourg,2024-03-11,occasionnel
438,45,M,concubinage,avance,97443,DevauxBourg,2023-07-28,occasionnel
439,82,M,celibataire,debutant,66699,Collin,2024-06-18,nouveau
440,72,F,divorce,debutant,04925,Labbé-les-Bains,2025-04-24,regulier
441,40,M,divorce,intermediaire,91748,Mercier,2025-04-08,nouveau
442,58,M,concubinage,intermediaire,74388,Legros-sur-Mer,2025-04-12,occasionnel
443,25,M,divorce,intermediaire,91818,Saint Yves,2023-12-24,nouveau
444,67,M,celibataire,intermediaire,25239,Valletdan,2024-06-05,occasionnel
445,77,F,concubinage,avance,24268,Guyot,2023-11-09,occasionnel
446,20,M,concubinage,debutant,43744,Saint Maggie,2025-07-11,nouveau
447,72,F,concubinage,avance,72341,Lecomteboeuf,2024-03-15,occasionnel
448,49,M,marie,debutant,67473,Saint Léon-la-Forêt,2025-07-09,nouveau
449,70,M,marie,avance,73937,Guérin,2024-03-14,nouveau
450,48,F,celibataire,intermediaire,73424,Humbert,2024-12-08,nouveau
451,58,F,celibataire,intermediaire,41273,Colinboeuf,2024-03-04,regulier
452,19,F,divorce,avance,15377,Carlier,2025-04-15,occasionnel
453,61,M,concubinage,avance,39379,Masse,2024-03-05,regulier
454,60,F,celibataire,avance,59182,Mahe-sur-Philippe,2025-02-26,occasionnel
455,45,F,veuf,intermediaire,80271,Bouvier-sur-Payet,2024-03-04,occasionnel
456,21,M,celibataire,intermediaire,61273,Leducboeuf,2025-01-24,occasionnel
457,44,F,veuf,intermediaire,28400,Sainte Anastasie-la-Forêt,2025-07-17,regulier
458,45,F,marie,debutant,74290,Delahaye,2023-11-06,nouveau
459,47,F,divorce,avance,33886,Mercier,2024-03-25,occasionnel
460,77,M,divorce,debutant,54245,Saint Agnès,2023-09-13,regulier
461,43,M,veuf,avance,97297,Rodriguez-les-Bains,2025-07-10,occasionnel
462,84,M,celibataire,debutant,25511,Perez,2025-06-08,regulier
463,68,M,divorce,avance,41662,Marion-sur-Lombard,2024-12-09,occasionnel
464,19,M,celibataire,avance,03261,Sainte Simone,2024-07-23,occasionnel
465,67,F,veuf,avance,11654,Lelièvre-sur-Mer,2024-10-21,regulier
466,58,F,veuf,debutant,22787,Valentin,2024-09-09,regulier
467,81,F,celibataire,debutant,91536,Blanchetboeuf,2025-03-08,regulier
468,51,F,marie,avance,55585,Saint JulienBourg,2025-06-15,nouveau
469,47,M,celibataire,intermediaire,21573,Leconte-sur-Mer,2024-10-15,regulier
470,83,M,divorce,intermediaire,74616,Dupontdan,2025-03-03,nouveau
471,53,M,concubinage,debutant,89881,Descamps,2023-07-27,occasionnel
472,53,F,divorce,intermediaire,06825,Robert,2024-02-28,occasionnel
473,43,M,veuf,intermediaire,45802,Sainte Éric,2025-04-23,regulier
474,80,M,veuf,debutant,80358,Diaz,2024-05-29,regulier
475,71,F,celibataire,debutant,10322,Dupré,2024-07-21,nouveau
476,39,F,veuf,intermediaire,10933,Cordier-sur-Mer,2024-09-16,occasionnel
477,78,M,marie,debutant,19334,Le RouxBourg,2023-11-22,nouveau
478,34,M,concubinage,avance,70131,Sainte Patricia,2025-01-17,occasionnel
479,72,F,divorce,avance,22382,Mallet,2023-09-22,occasionnel
480,28,F,marie,debutant,26401,Fernandez,2025-04-08,regulier
481,65,F,celibataire,intermediaire,15916,Cordier,2025-03-14,nouveau
482,28,F,celibataire,avance,36544,Vallet,2024-05-23,regulier
483,41,F,celibataire,debutant,92566,Saint Marie-les-Bains,2025-05-02,nouveau
484,81,M,veuf,debutant,79483,Saint Antoine,2025-01-23,occasionnel
485,72,M,divorce,intermediaire,92135,Saint David,2025-07-13,nouveau
486,24,M,marie,avance,97230,Guichard,2025-07-04,regulier
487,19,F,divorce,avance,05766,Saint Frédérique,2024-07-15,occasionnel
488,79,M,celibataire,debutant,12988,Sainte Margaudboeuf,2024-10-30,nouveau
489,27,F,celibataire,debutant,66532,Chauvet-les-Bains,2025-05-05,occasionnel
490,81,F,concubinage,avance,97675,DiazBourg,2025-06-07,regulier
491,43,F,veuf,debutant,48813,Andre,2024-02-14,regulier
492,56,M,veuf,intermediaire,46827,Sainte Aurorenec,2025-07-10,nouveau
493,36,F,divorce,debutant,09263,Leduc,2024-05-06,regulier
494,31,M,concubinage,debutant,61909,Barre,2024-06-03,occasionnel
495,25,M,marie,debutant,63741,Sainte Benoît,2024-01-01,occasionnel
496,70,M,divorce,intermediaire,30774,Gimenez-sur-Mer,2025-03-08,regulier
497,37,F,marie,avance,97357,Colas-sur-Wagner,2024-07-29,occasionnel
498,38,M,celibataire,debutant,92327,Klein,2023-07-27,occasionnel
499,50,M,concubinage,debutant,30566,Charpentier,2025-06-10,regulier
500,27,M,veuf,intermediaire,23761,MartinezBourg,2025-01-07,nouveau
501,79,F,veuf,debutant,79863,Menard,2024-09-18,nouveau
502,26,M,veuf,intermediaire,91715,Mercier,2023-08-02,nouveau
503,60,F,celibataire,avance,93385,Saint Élisabethdan,2025-01-04,nouveau
504,74,F,veuf,debutant,83198,Diaz-sur-Grégoire,2024-05-07,occasionnel
505,28,F,veuf,debutant,52137,Mercier-sur-Gomez,2025-05-16,nouveau
506,79,F,divorce,debutant,43904,Nguyendan,2025-05-24,occasionnel
507,85,F,veuf,debutant,76522,Barthelemy,2025-04-03,occasionnel
508,43,M,marie,debutant,83360,Julien,2023-10-07,nouveau
509,81,M,divorce,avance,69434,Huet-les-Bains,2024-03-22,nouveau
510,49,F,divorce,debutant,82969,TraoreBourg,2024-01-19,regulier
511,81,M,divorce,debutant,97219,SeguinVille,2023-07-19,nouveau
512,34,F,celibataire,intermediaire,57934,Imbert-la-Forêt,2023-11-10,nouveau
513,37,M,marie,intermediaire,42574,Monnier-les-Bains,2023-09-27,nouveau
514,40,M,divorce,debutant,13747,Benoit-sur-Raynaud,2024-03-12,regulier
515,57,F,divorce,debutant,08853,Lesage,2023-10-15,occasionnel
516,67,M,marie,intermediaire,61414,Pinto,2024-04-25,nouveau
517,64,M,concubinage,debutant,15995,Saint MartineVille,2023-09-02,occasionnel
518,85,M,concubinage,intermediaire,48906,Bailly,2023-08-06,regulier
519,53,F,divorce,debutant,57934,Saint Aurore,2025-03-01,occasionnel
520,36,F,concubinage,intermediaire,23152,Turpin,2024-04-16,occasionnel
521,27,F,concubinage,avance,07367,Saint Gillesboeuf,2024-07-24,nouveau
522,65,F,veuf,avance,33926,Nguyen,2024-08-21,nouveau
523,53,F,divorce,avance,97337,GimenezVille,2024-12-14,nouveau
524,35,M,celibataire,avance,63944,Lévêque-la-Forêt,2024-07-07,regulier
525,81,M,marie,avance,04607,Grosnec,2024-02-04,regulier
526,59,M,divorce,avance,95946,Simon,2025-07-02,regulier
527,33,M,veuf,debutant,09665,TraoreVille,2023-11-01,nouveau
528,35,M,celibataire,debutant,74855,Joubert,2025-07-01,nouveau
529,19,F,divorce,intermediaire,50373,Weiss,2024-04-17,occasionnel
530,54,M,concubinage,intermediaire,47352,BarbierVille,2024-12-13,regulier
531,41,F,divorce,avance,52629,MichaudBourg,2024-02-25,regulier
532,20,M,celibataire,avance,97429,Brunel,2025-07-10,occasionnel
533,60,M,concubinage,debutant,67120,Saint Caroline,2023-08-20,regulier
534,74,F,celibataire,intermediaire,56433,Grondindan,2024-08-01,occasionnel
535,57,F,veuf,debutant,24886,Colin,2024-01-30,regulier
536,21,F,celibataire,intermediaire,91809,Sainte Élisabeth,2025-05-12,occasionnel
537,47,F,veuf,debutant,74364,Saint Sébastien,2025-06-27,regulier
538,42,F,veuf,intermediaire,45745,RousselBourg,2023-11-17,nouveau
539,23,M,marie,debutant,17821,Bernard,2024-04-05,nouveau
540,49,M,celibataire,avance,50836,Gosselin,2023-09-20,occasionnel
541,79,M,celibataire,avance,67336,Raymond,2024-04-23,regulier
542,84,M,marie,debutant,20811,Lopes,2024-12-12,regulier
543,73,M,marie,avance,01819,Bourdon,2025-02-20,occasionnel
544,39,M,marie,intermediaire,89579,Sainte Virginie,2025-03-21,nouveau
545,62,M,concubinage,intermediaire,73646,Godard-sur-Wagner,2023-12-04,occasionnel
546,47,M,celibataire,avance,71800,Cordier-les-Bains,2025-02-16,nouveau
547,37,M,veuf,intermediaire,82960,Germainnec,2023-10-14,nouveau
548,29,M,divorce,debutant,87697,Barreboeuf,2025-04-28,regulier
549,19,M,marie,intermediaire,61808,Saint Arthur,2023-08-04,nouveau
550,69,F,marie,intermediaire,10931,Laurent,2023-09-04,occasionnel
551,46,M,divorce,debutant,77546,ParisBourg,2024-12-01,occasionnel
552,22,F,marie,intermediaire,16662,Germain-la-Forêt,2024-07-03,nouveau
553,21,M,concubinage,avance,82937,Saint Lucy-les-Bains,2024-10-07,occasionnel
554,69,M,veuf,debutant,58511,MarchalBourg,2024-09-07,nouveau
555,71,F,veuf,intermediaire,04828,Lamy,2024-08-18,occasionnel
556,69,M,divorce,intermediaire,62940,Sainte Alix,2024-12-18,regulier
557,37,M,marie,debutant,02869,Colin,2024-08-04,occasionnel
558,61,F,divorce,debutant,02653,Rodriguez-les-Bains,2025-07-03,regulier
559,59,M,veuf,avance,52671,Payet-la-Forêt,2024-06-21,nouveau
560,18,F,celibataire,avance,48119,Louis,2024-11-08,regulier
561,85,F,celibataire,avance,52113,Olivier,2024-07-20,regulier
562,76,M,concubinage,intermediaire,42444,Bertinboeuf,2025-06-09,occasionnel
563,29,F,celibataire,debutant,10835,Hoareau,2025-04-03,nouveau
564,66,M,divorce,debutant,64785,WeberVille,2023-07-20,regulier
565,55,M,marie,debutant,24140,Saint MarcVille,2024-12-28,regulier
566,53,M,divorce,debutant,91128,Ribeiro,2024-08-20,nouveau
567,29,M,concubinage,intermediaire,61926,Adamboeuf,2024-06-13,nouveau
568,36,F,divorce,debutant,19741,Blanchet-sur-Colas,2023-07-26,occasionnel
569,82,F,concubinage,avance,22423,Maillot,2024-11-30,occasionnel
570,18,M,marie,intermediaire,50544,BernardBourg,2023-08-09,regulier
571,67,M,concubinage,intermediaire,10132,Mailletdan,2023-11-25,regulier
572,73,M,divorce,debutant,01167,Letellier,2024-07-06,nouveau
573,58,F,marie,intermediaire,65783,Rodrigues-sur-Garcia,2024-07-22,regulier
574,27,M,veuf,intermediaire,59951,Brunel,2023-11-01,nouveau
575,56,F,veuf,avance,46823,Sanchez,2025-04-07,nouveau
576,84,M,marie,intermediaire,34470,Sainte AurélieVille,2023-12-07,occasionnel
577,52,F,divorce,debutant,06687,Barbier,2025-02-07,regulier
578,66,M,concubinage,avance,81290,Cordiernec,2024-04-24,regulier
579,30,M,marie,avance,06875,Saint Emmanuel-sur-Mer,2024-12-14,occasionnel
580,45,F,concubinage,debutant,95691,Baronnec,2023-12-15,nouveau
581,66,M,divorce,avance,70356,Cordierdan,2024-10-05,occasionnel
582,76,M,divorce,intermediaire,97320,Duhamelnec,2025-06-05,occasionnel
583,70,M,concubinage,avance,73823,Hubert,2024-07-20,nouveau
584,29,F,concubinage,debutant,97214,Lefèvre,2023-08-25,nouveau
585,30,M,celibataire,debutant,72702,Dupuy,2024-07-19,occasionnel
586,19,F,celibataire,avance,18106,Sainte Alix,2024-10-09,occasionnel
587,32,M,divorce,debutant,54287,Martinezdan,2024-02-10,regulier
588,40,M,veuf,debutant,59195,Philippedan,2023-10-27,regulier
589,56,F,celibataire,intermediaire,58552,Michaud,2025-03-09,regulier
590,23,F,divorce,debutant,69995,Neveu-la-Forêt,2025-05-08,occasionnel
591,58,M,veuf,avance,36372,Jean-sur-Guillot,2025-01-29,nouveau
592,44,M,marie,intermediaire,20228,Andrenec,2023-11-17,occasionnel
593,61,F,veuf,avance,11643,Imbertdan,2023-08-07,occasionnel
594,47,F,marie,avance,36733,Marin-sur-Da Costa,2023-11-25,nouveau
595,48,M,veuf,intermediaire,70910,Saint Arthur,2024-06-08,occasionnel
596,60,M,celibataire,intermediaire,37206,Lelièvre,2024-04-20,occasionnel
597,64,F,marie,intermediaire,45953,Roux-sur-Mer,2025-03-25,nouveau
598,33,M,concubinage,intermediaire,77301,Rodrigues,2025-06-02,regulier
599,22,M,celibataire,avance,31851,Dufour,2025-02-25,occasionnel
600,21,M,marie,intermediaire,45239,Buisson-sur-Potier,2024-10-18,occasionnel
601,55,M,divorce,debutant,19536,Saint Laetitia-sur-Mer,2024-07-12,occasionnel
602,76,M,marie,debutant,97163,Techer,2024-01-01,regulier
603,47,M,veuf,debutant,58716,Merle-les-Bains,2024-07-09,occasionnel
604,85,F,concubinage,debutant,86178,Aubry,2024-07-05,occasionnel
605,82,F,veuf,debutant,88713,Sainte Émile-sur-Mer,2024-07-02,nouveau
606,26,M,veuf,intermediaire,97661,Mendès,2023-08-19,occasionnel
607,72,M,divorce,avance,77547,Maurice,2025-01-13,nouveau
608,46,M,concubinage,debutant,25135,Saint Antoinette-sur-Mer,2024-05-31,occasionnel
609,57,F,celibataire,intermediaire,51977,Sainte Marianne,2025-06-10,nouveau
610,30,F,concubinage,intermediaire,13331,Diallo-sur-Mer,2024-06-01,nouveau
611,63,M,veuf,debutant,08698,Alexandre,2025-01-05,occasionnel
612,35,F,celibataire,avance,60809,Bouchetnec,2025-01-02,regulier
613,77,M,concubinage,intermediaire,45760,Morel,2024-03-29,regulier
614,82,M,divorce,avance,36170,Chevallier,2023-09-13,occasionnel
615,68,F,divorce,avance,29927,Carpentiernec,2024-06-29,occasionnel
616,75,F,concubinage,avance,62959,De SousaBourg,2024-04-30,occasionnel
617,18,F,celibataire,avance,38268,Guillou,2023-12-24,regulier
618,18,M,concubinage,avance,23320,Schneidernec,2024-12-02,nouveau
619,28,F,divorce,intermediaire,05400,Sainte Aurélienec,2023-09-06,nouveau
620,68,F,marie,avance,40405,BourdonVille,2024-03-29,occasionnel
621,67,F,celibataire,avance,79175,Weiss-sur-Fischer,2024-10-03,occasionnel
622,35,F,concubinage,intermediaire,73819,Sainte Hélène,2024-03-09,regulier
623,54,M,concubinage,avance,52638,Ramos,2024-11-17,nouveau
624,40,F,divorce,intermediaire,45743,Martins,2024-08-27,regulier
625,58,M,concubinage,avance,01694,Sainte PaulineBourg,2025-05-26,occasionnel
626,70,F,divorce,debutant,35781,Poirier,2024-08-14,nouveau
627,48,M,marie,intermediaire,84270,Sainte François-les-Bains,2023-11-25,occasionnel
628,54,M,concubinage,intermediaire,62307,Louis-sur-Besnard,2024-09-21,regulier
629,28,M,concubinage,avance,55572,Sainte Sébastien-la-Forêt,2025-01-17,occasionnel
630,85,F,concubinage,intermediaire,85417,Pinto,2024-03-07,nouveau
631,34,M,divorce,debutant,94851,Brunet,2025-03-25,nouveau
632,38,F,concubinage,avance,12355,Petitjean,2025-04-16,regulier
633,55,M,divorce,intermediaire,87977,Bazin-la-Forêt,2025-05-06,nouveau
634,47,F,concubinage,avance,62917,Briand,2024-01-15,nouveau
635,77,M,celibataire,avance,44678,Brun,2024-10-04,nouveau
636,65,F,divorce,intermediaire,67486,Sainte Philippinedan,2023-12-24,occasionnel
637,30,M,divorce,debutant,89355,Weiss-la-Forêt,2025-03-29,occasionnel
638,38,M,veuf,intermediaire,31589,Sainte Marinenec,2024-07-13,nouveau
639,66,M,veuf,avance,59412,Menard,2025-07-14,nouveau
640,41,M,divorce,avance,91625,Joly-les-Bains,2024-04-30,nouveau
641,73,F,veuf,debutant,51736,Aubertdan,2025-04-16,nouveau
642,28,F,celibataire,avance,90978,Clémentboeuf,2023-10-22,occasionnel
643,79,M,veuf,debutant,02361,Laroche-sur-Perrot,2023-10-07,nouveau
644,65,M,concubinage,avance,81627,Legrand-les-Bains,2025-05-22,regulier
645,64,M,concubinage,debutant,26473,Michaud,2024-05-16,regulier
646,42,M,veuf,intermediaire,71949,Bonnin,2024-01-29,regulier
647,70,M,divorce,debutant,74866,Guichard,2023-11-23,regulier
648,65,F,celibataire,debutant,09177,Bergerdan,2023-10-24,regulier
649,62,F,celibataire,debutant,42876,Sainte Marc,2023-09-30,occasionnel
650,22,M,divorce,avance,51480,Saint Pauline-la-Forêt,2024-10-13,occasionnel
651,33,M,veuf,debutant,22114,Renault,2024-01-17,nouveau
652,76,F,veuf,intermediaire,22692,Gilbert,2025-04-21,nouveau
653,31,M,marie,intermediaire,56755,Allard,2023-09-22,nouveau
654,84,M,concubinage,avance,61400,Sainte Charlesboeuf,2023-10-24,regulier
655,21,M,marie,debutant,48470,Saint Bernard-les-Bains,2024-09-25,regulier
656,57,M,divorce,debutant,07347,Saint Zacharie,2024-05-05,nouveau
657,42,M,concubinage,intermediaire,21571,Sainte Alexandrie,2025-06-10,nouveau
658,82,M,veuf,debutant,05418,Sainte Susanneboeuf,2024-10-09,occasionnel
659,22,F,marie,intermediaire,26140,Sainte Jeanne-les-Bains,2023-08-21,occasionnel
660,83,M,marie,intermediaire,30101,Sainte Louise,2025-01-30,regulier
661,42,F,veuf,debutant,71140,Philippe-sur-Diaz,2024-12-06,nouveau
662,29,F,marie,intermediaire,61215,Poirier,2024-09-05,regulier
663,83,M,concubinage,intermediaire,10406,Julien-les-Bains,2024-07-09,nouveau
664,50,F,marie,avance,21497,Rodrigues-la-Forêt,2025-07-05,occasionnel
665,71,F,concubinage,avance,97289,Pineau,2025-07-08,occasionnel
666,82,M,veuf,avance,24882,Noël,2024-10-13,regulier
667,29,F,concubinage,intermediaire,38883,Rousseau-sur-Mer,2024-12-14,nouveau
668,54,M,divorce,avance,74411,Vallet,2024-05-20,regulier
669,68,F,concubinage,intermediaire,11958,Hamon,2024-03-21,occasionnel
670,55,M,celibataire,debutant,61576,Marchal,2024-05-20,occasionnel
671,75,F,marie,debutant,13219,Sainte Maurice-les-Bains,2024-07-17,occasionnel
672,78,F,marie,debutant,81625,Sanchez,2025-06-21,regulier
