id,demande_id,temps_attente_minutes,heure_demande,jour_semaine,canal_utilise,priorite
718,718,13,17,lundi,numerique,urgente
719,719,17,10,jeudi,telephone,faible
720,720,17,17,jeudi,telephone,normale
721,721,38,13,jeudi,visio,normale
722,722,22,11,mardi,telephone,urgente
723,723,43,13,lundi,visio,faible
724,724,7,17,vendredi,telephone,normale
725,725,11,10,mardi,telephone,normale
726,726,19,18,mardi,physique,faible
727,727,8,11,vendredi,physique,faible
728,728,22,9,mardi,telephone,normale
729,729,3,16,mardi,visio,faible
730,730,15,16,mardi,visio,urgente
731,731,19,17,mercredi,visio,normale
732,732,39,13,mercredi,visio,urgente
733,733,21,13,jeudi,physique,faible
734,734,18,14,lundi,visio,urgente
735,735,7,8,mercredi,physique,urgente
736,736,25,9,lundi,telephone,normale
737,737,21,11,mercredi,physique,normale
738,738,7,15,jeudi,visio,urgente
739,739,5,17,lundi,physique,faible
740,740,32,12,mardi,numerique,urgente
741,741,11,9,lundi,physique,faible
742,742,20,14,jeudi,physique,urgente
743,743,23,9,lundi,numerique,faible
744,744,28,12,jeudi,visio,normale
745,745,18,12,lundi,physique,faible
746,746,8,18,lundi,visio,urgente
747,747,10,16,lundi,numerique,normale
748,748,10,17,vendredi,numerique,faible
749,749,23,12,lundi,physique,urgente
750,750,26,14,mercredi,numerique,faible
751,751,32,12,vendredi,telephone,faible
752,752,11,18,lundi,physique,faible
753,753,36,14,jeudi,telephone,normale
754,754,5,10,mercredi,visio,urgente
755,755,5,16,lundi,telephone,urgente
756,756,12,15,lundi,telephone,faible
757,757,12,16,jeudi,visio,faible
758,758,33,14,jeudi,numerique,normale
759,759,4,17,vendredi,numerique,urgente
760,760,7,8,jeudi,numerique,normale
761,761,15,10,jeudi,visio,urgente
762,762,14,15,lundi,telephone,urgente
763,763,33,14,lundi,telephone,faible
764,764,4,17,lundi,physique,faible
765,765,17,18,mercredi,visio,faible
766,766,28,12,lundi,physique,normale
767,767,16,11,mardi,visio,normale
768,768,18,17,mardi,visio,faible
769,769,24,14,lundi,physique,urgente
770,770,3,15,mercredi,numerique,urgente
771,771,9,18,vendredi,physique,faible
772,772,12,17,mardi,visio,faible
773,773,7,17,lundi,physique,faible
774,774,16,9,vendredi,visio,faible
775,775,8,9,mercredi,telephone,faible
776,776,12,17,lundi,numerique,urgente
777,777,35,13,mardi,numerique,faible
778,778,17,15,jeudi,visio,normale
779,779,18,16,mercredi,numerique,normale
780,780,11,16,vendredi,telephone,normale
781,781,4,8,lundi,numerique,urgente
782,782,8,10,mardi,telephone,faible
783,783,16,18,jeudi,numerique,faible
784,784,10,16,lundi,physique,normale
785,785,7,16,jeudi,numerique,faible
786,786,9,9,mardi,visio,faible
787,787,16,16,lundi,telephone,normale
788,788,8,9,mercredi,telephone,faible
789,789,13,15,jeudi,visio,normale
790,790,11,10,vendredi,telephone,faible
791,791,4,17,lundi,telephone,urgente
792,792,14,11,mercredi,telephone,urgente
793,793,21,13,mercredi,telephone,urgente
794,794,42,13,vendredi,numerique,urgente
795,795,35,14,mercredi,numerique,urgente
796,796,36,13,mardi,numerique,faible
797,797,19,9,lundi,numerique,faible
798,798,23,13,vendredi,numerique,urgente
799,799,15,8,lundi,telephone,normale
800,800,16,12,mercredi,telephone,faible
801,801,18,13,mercredi,numerique,urgente
802,802,8,16,mardi,visio,normale
803,803,15,11,mercredi,physique,urgente
804,804,21,13,vendredi,visio,faible
805,805,6,10,vendredi,numerique,urgente
806,806,37,12,vendredi,telephone,faible
807,807,20,18,jeudi,visio,faible
808,808,13,16,lundi,telephone,urgente
809,809,20,12,mardi,visio,urgente
810,810,34,12,mercredi,numerique,normale
811,811,17,15,mercredi,telephone,urgente
812,812,25,14,jeudi,telephone,urgente
813,813,11,16,jeudi,physique,normale
814,814,25,10,jeudi,numerique,faible
815,815,7,15,vendredi,physique,faible
816,816,43,12,mardi,visio,normale
817,817,10,17,lundi,telephone,normale
818,818,10,8,mercredi,visio,normale
819,819,38,12,mardi,telephone,faible
820,820,34,14,lundi,visio,normale
821,821,37,12,vendredi,numerique,urgente
822,822,19,18,vendredi,numerique,urgente
823,823,11,17,mardi,numerique,urgente
824,824,15,18,lundi,physique,faible
825,825,8,10,mercredi,telephone,urgente
826,826,36,14,lundi,visio,normale
827,827,15,13,mercredi,numerique,faible
828,828,23,9,mercredi,telephone,normale
829,829,3,8,mardi,physique,faible
830,830,12,9,lundi,numerique,faible
831,831,42,13,mardi,visio,urgente
832,832,22,14,lundi,visio,faible
833,833,29,14,vendredi,numerique,urgente
834,834,19,8,lundi,telephone,urgente
835,835,3,17,mercredi,physique,normale
836,836,20,16,vendredi,numerique,faible
837,837,34,13,mardi,telephone,normale
838,838,24,9,vendredi,numerique,urgente
839,839,20,13,jeudi,telephone,urgente
840,840,41,14,mardi,visio,faible
841,841,4,16,vendredi,numerique,normale
842,842,19,17,jeudi,telephone,normale
843,843,16,13,mercredi,numerique,normale
844,844,45,12,lundi,numerique,faible
845,845,10,18,mercredi,telephone,faible
846,846,19,13,vendredi,telephone,urgente
847,847,8,17,jeudi,telephone,faible
848,848,17,18,vendredi,physique,faible
849,849,7,11,mercredi,numerique,urgente
850,850,17,14,mardi,numerique,faible
851,851,35,14,vendredi,visio,normale
852,852,28,13,jeudi,visio,urgente
853,853,5,17,jeudi,physique,normale
854,854,10,16,mercredi,physique,urgente
855,855,13,16,jeudi,physique,normale
856,856,15,15,jeudi,numerique,urgente
857,857,33,12,mercredi,visio,normale
858,858,32,12,jeudi,telephone,normale
859,859,44,13,jeudi,telephone,urgente
860,860,20,11,mercredi,physique,faible
861,861,40,13,mardi,physique,normale
862,862,5,16,lundi,physique,faible
863,863,20,11,mardi,physique,normale
864,864,10,10,mercredi,visio,urgente
865,865,18,16,mercredi,numerique,urgente
866,866,13,17,jeudi,visio,urgente
867,867,18,18,mardi,telephone,normale
868,868,22,9,mercredi,numerique,faible
869,869,14,8,vendredi,numerique,normale
870,870,45,12,vendredi,telephone,normale
871,871,12,10,jeudi,physique,urgente
872,872,13,8,mercredi,physique,normale
873,873,27,12,vendredi,physique,normale
874,874,5,18,jeudi,telephone,faible
875,875,16,10,lundi,telephone,urgente
876,876,20,9,mardi,numerique,faible
877,877,15,15,vendredi,telephone,normale
878,878,10,8,vendredi,numerique,normale
879,879,13,17,jeudi,visio,normale
880,880,28,12,vendredi,visio,normale
881,881,13,10,mardi,telephone,urgente
882,882,5,17,mercredi,physique,urgente
883,883,12,8,jeudi,visio,urgente
884,884,18,17,mercredi,numerique,normale
885,885,8,15,mercredi,physique,faible
886,886,16,16,mercredi,telephone,normale
887,887,8,8,mercredi,numerique,faible
888,888,16,8,jeudi,physique,urgente
889,889,10,11,vendredi,physique,faible
890,890,17,10,jeudi,physique,faible
891,891,16,16,lundi,numerique,urgente
892,892,24,12,mardi,telephone,normale
893,893,39,12,lundi,visio,normale
894,894,7,18,lundi,numerique,urgente
895,895,7,10,vendredi,visio,urgente
896,896,9,11,mardi,telephone,urgente
897,897,6,18,mardi,visio,urgente
898,898,20,13,mardi,numerique,urgente
899,899,22,11,mercredi,visio,normale
900,900,8,15,jeudi,visio,urgente
901,901,17,17,vendredi,visio,faible
902,902,19,17,vendredi,numerique,faible
903,903,8,8,lundi,telephone,normale
904,904,22,14,lundi,visio,normale
905,905,4,17,lundi,telephone,faible
906,906,10,9,mercredi,numerique,faible
907,907,9,15,mercredi,physique,urgente
908,908,27,13,mardi,visio,faible
909,909,12,9,mercredi,numerique,normale
910,910,9,17,mercredi,numerique,urgente
911,911,24,11,lundi,physique,normale
912,912,4,18,mercredi,telephone,faible
913,913,4,16,mercredi,telephone,faible
914,914,9,10,mardi,physique,faible
915,915,36,14,lundi,numerique,normale
916,916,9,17,jeudi,visio,normale
917,917,17,9,jeudi,numerique,urgente
918,918,34,14,mardi,visio,faible
919,919,14,9,vendredi,visio,urgente
920,920,17,10,mercredi,visio,normale
921,921,28,12,mardi,visio,faible
922,922,8,8,mardi,telephone,faible
923,923,24,12,lundi,physique,faible
924,924,13,18,vendredi,telephone,faible
925,925,17,10,lundi,physique,urgente
926,926,19,16,mercredi,telephone,urgente
927,927,13,10,mardi,visio,faible
928,928,17,11,jeudi,physique,faible
929,929,16,12,mardi,visio,normale
930,930,9,8,jeudi,physique,urgente
931,931,21,10,lundi,telephone,urgente
932,932,24,14,vendredi,visio,normale
933,933,37,13,lundi,physique,urgente
934,934,7,10,lundi,physique,faible
935,935,13,11,mardi,physique,urgente
936,936,11,9,mardi,numerique,urgente
937,937,34,13,jeudi,visio,faible
938,938,16,12,jeudi,telephone,urgente
939,939,17,10,jeudi,numerique,urgente
940,940,5,10,mardi,physique,faible
941,941,45,14,mercredi,telephone,urgente
942,942,21,9,vendredi,numerique,urgente
943,943,13,9,vendredi,telephone,faible
944,944,21,14,vendredi,physique,normale
945,945,23,13,vendredi,visio,urgente
946,946,19,11,mardi,visio,normale
947,947,27,13,jeudi,physique,normale
948,948,21,12,mercredi,numerique,urgente
949,949,34,14,vendredi,numerique,normale
950,950,7,11,lundi,visio,normale
951,951,18,8,jeudi,physique,urgente
952,952,37,12,lundi,visio,faible
953,953,20,8,vendredi,visio,urgente
954,954,6,8,lundi,visio,urgente
955,955,10,16,jeudi,telephone,faible
956,956,8,17,lundi,telephone,faible
957,957,33,12,mardi,visio,normale
958,958,15,16,mercredi,physique,faible
959,959,16,18,mercredi,telephone,urgente
960,960,18,17,mercredi,numerique,urgente
961,961,13,17,jeudi,physique,urgente
962,962,8,17,mardi,telephone,normale
963,963,3,8,vendredi,telephone,normale
964,964,9,9,lundi,numerique,normale
965,965,30,12,mardi,physique,faible
966,966,11,17,mardi,physique,faible
967,967,30,12,vendredi,telephone,normale
968,968,18,8,mercredi,telephone,urgente
969,969,20,16,jeudi,numerique,normale
970,970,11,16,jeudi,numerique,normale
971,971,15,15,jeudi,telephone,urgente
972,972,5,16,vendredi,numerique,normale
973,973,18,10,lundi,numerique,faible
974,974,20,13,lundi,physique,urgente
975,975,23,9,mardi,numerique,normale
976,976,9,17,mercredi,telephone,faible
977,977,30,14,vendredi,numerique,faible
978,978,15,8,mardi,physique,faible
979,979,19,9,mercredi,physique,faible
980,980,23,9,vendredi,physique,urgente
981,981,16,16,vendredi,visio,normale
982,982,10,15,lundi,telephone,urgente
983,983,5,16,vendredi,telephone,normale
984,984,10,11,mardi,physique,faible
985,985,16,17,jeudi,visio,normale
986,986,3,16,vendredi,physique,urgente
987,987,14,11,mercredi,numerique,urgente
988,988,25,11,mercredi,visio,urgente
989,989,12,17,lundi,telephone,normale
990,990,11,10,mercredi,physique,normale
991,991,17,9,vendredi,physique,normale
992,992,23,11,mardi,numerique,urgente
993,993,6,18,mercredi,visio,normale
994,994,9,8,jeudi,numerique,faible
995,995,13,11,mardi,visio,normale
996,996,24,9,lundi,physique,faible
997,997,35,13,lundi,physique,normale
998,998,20,11,lundi,visio,urgente
999,999,22,13,mardi,visio,normale
1000,1000,15,16,mercredi,numerique,normale
1001,1001,41,13,jeudi,telephone,faible
1002,1002,7,9,mercredi,telephone,faible
1003,1003,18,8,vendredi,physique,urgente
1004,1004,25,13,mercredi,visio,faible
1005,1005,33,12,lundi,numerique,faible
1006,1006,20,10,lundi,numerique,normale
1007,1007,8,10,mercredi,visio,urgente
1008,1008,5,8,vendredi,physique,normale
1009,1009,25,10,mercredi,telephone,normale
1010,1010,23,14,mardi,telephone,faible
1011,1011,22,10,vendredi,numerique,faible
1012,1012,19,12,jeudi,visio,urgente
1013,1013,26,14,vendredi,numerique,normale
1014,1014,7,11,mercredi,telephone,normale
1015,1015,40,12,jeudi,visio,urgente
1016,1016,5,15,lundi,physique,urgente
1017,1017,3,18,vendredi,physique,urgente
1018,1018,12,9,mardi,numerique,urgente
1019,1019,18,8,mardi,telephone,urgente
1020,1020,12,10,lundi,numerique,faible
1021,1021,6,10,mercredi,physique,urgente
1022,1022,27,13,mardi,telephone,faible
1023,1023,9,16,vendredi,telephone,faible
1024,1024,19,16,mardi,physique,urgente
1025,1025,9,8,lundi,physique,normale
1026,1026,25,9,vendredi,telephone,urgente
1027,1027,3,17,mercredi,telephone,faible
1028,1028,11,11,mercredi,telephone,faible
1029,1029,15,13,lundi,numerique,normale
1030,1030,15,15,mardi,physique,faible
1031,1031,18,17,mardi,physique,normale
1032,1032,20,12,lundi,visio,faible
1033,1033,26,12,vendredi,numerique,faible
1034,1034,24,13,jeudi,physique,normale
1035,1035,18,12,lundi,visio,faible
1036,1036,17,18,mardi,numerique,urgente
1037,1037,38,13,jeudi,visio,faible
1038,1038,11,18,lundi,visio,urgente
1039,1039,42,14,mardi,telephone,faible
1040,1040,23,14,mercredi,physique,normale
1041,1041,6,11,vendredi,numerique,urgente
1042,1042,29,12,vendredi,visio,normale
1043,1043,26,12,mercredi,visio,urgente
1044,1044,5,9,mardi,visio,normale
1045,1045,24,10,mardi,telephone,urgente
1046,1046,14,8,jeudi,telephone,faible
1047,1047,13,16,mardi,numerique,urgente
1048,1048,16,8,mercredi,visio,normale
1049,1049,13,10,lundi,physique,normale
1050,1050,19,17,mardi,telephone,urgente
1051,1051,11,16,mercredi,visio,faible
1052,1052,4,15,mardi,numerique,urgente
1053,1053,26,13,vendredi,visio,faible
1054,1054,5,16,lundi,numerique,normale
1055,1055,7,16,lundi,physique,urgente
1056,1056,16,17,mardi,numerique,faible
1057,1057,16,15,vendredi,visio,normale
1058,1058,19,16,mardi,visio,faible
1059,1059,22,12,vendredi,visio,faible
1060,1060,19,15,vendredi,physique,faible
1061,1061,11,8,lundi,telephone,faible
1062,1062,21,10,jeudi,physique,faible
1063,1063,11,8,lundi,visio,faible
1064,1064,23,12,vendredi,physique,urgente
1065,1065,19,14,mardi,telephone,urgente
1066,1066,13,15,mercredi,telephone,urgente
1067,1067,6,18,mercredi,visio,normale
1068,1068,20,9,mardi,telephone,faible
1069,1069,12,9,mardi,numerique,urgente
1070,1070,39,12,mardi,telephone,normale
1071,1071,10,15,mardi,physique,normale
1072,1072,16,18,lundi,visio,urgente
1073,1073,33,13,vendredi,numerique,normale
1074,1074,23,11,mardi,visio,normale
1075,1075,15,17,jeudi,numerique,normale
1076,1076,41,13,mercredi,numerique,faible
1077,1077,20,17,lundi,numerique,normale
1078,1078,6,15,mardi,numerique,faible
1079,1079,44,12,mardi,visio,urgente
1080,1080,40,13,lundi,telephone,urgente
1081,1081,41,13,mardi,telephone,normale
1082,1082,6,9,lundi,physique,normale
1083,1083,9,16,mercredi,visio,faible
1084,1084,12,18,vendredi,physique,urgente
1085,1085,20,13,mardi,visio,faible
1086,1086,13,8,mardi,physique,faible
1087,1087,19,17,mardi,telephone,faible
1088,1088,19,8,jeudi,physique,normale
1089,1089,8,10,jeudi,physique,faible
1090,1090,14,8,mercredi,visio,faible
1091,1091,14,16,mercredi,telephone,urgente
1092,1092,3,8,mardi,numerique,normale
1093,1093,18,11,mercredi,numerique,normale
1094,1094,8,9,mardi,physique,faible
1095,1095,28,14,mardi,numerique,urgente
1096,1096,7,9,jeudi,numerique,faible
1097,1097,15,18,jeudi,physique,faible
1098,1098,17,15,mercredi,physique,urgente
1099,1099,41,14,lundi,numerique,normale
1100,1100,18,14,lundi,physique,urgente
1101,1101,6,18,jeudi,physique,normale
1102,1102,15,18,vendredi,physique,urgente
1103,1103,37,14,vendredi,numerique,normale
1104,1104,11,18,vendredi,numerique,faible
1105,1105,3,15,lundi,telephone,urgente
1106,1106,9,18,vendredi,telephone,urgente
1107,1107,10,16,mardi,telephone,faible
1108,1108,16,18,lundi,numerique,urgente
1109,1109,23,10,mardi,telephone,urgente
1110,1110,20,11,vendredi,numerique,normale
1111,1111,19,11,vendredi,telephone,urgente
1112,1112,5,16,lundi,visio,urgente
1113,1113,11,8,vendredi,visio,normale
1114,1114,6,11,jeudi,telephone,normale
1115,1115,14,11,mercredi,numerique,faible
1116,1116,10,17,vendredi,visio,normale
1117,1117,13,15,mardi,numerique,normale
1118,1118,29,14,mardi,telephone,faible
1119,1119,10,18,lundi,physique,normale
1120,1120,3,17,mercredi,physique,urgente
1121,1121,16,11,jeudi,physique,faible
1122,1122,41,13,lundi,visio,urgente
1123,1123,18,15,jeudi,physique,normale
1124,1124,15,16,vendredi,telephone,faible
1125,1125,12,16,lundi,visio,urgente
1126,1126,32,13,jeudi,visio,faible
1127,1127,15,9,vendredi,numerique,normale
1128,1128,20,16,mardi,telephone,normale
1129,1129,20,13,jeudi,telephone,faible
1130,1130,41,13,vendredi,numerique,normale
1131,1131,10,10,vendredi,visio,normale
1132,1132,16,9,mardi,visio,urgente
1133,1133,19,15,vendredi,telephone,urgente
1134,1134,17,17,jeudi,telephone,urgente
1135,1135,10,17,lundi,physique,urgente
1136,1136,41,12,mardi,physique,faible
1137,1137,42,12,mardi,telephone,faible
1138,1138,7,10,vendredi,physique,normale
1139,1139,25,11,mardi,visio,normale
1140,1140,39,14,vendredi,physique,urgente
1141,1141,8,17,jeudi,numerique,normale
1142,1142,14,11,jeudi,numerique,urgente
1143,1143,10,10,jeudi,telephone,urgente
1144,1144,35,13,mardi,visio,urgente
1145,1145,24,14,mercredi,numerique,normale
1146,1146,15,15,mercredi,numerique,normale
1147,1147,7,15,lundi,physique,urgente
1148,1148,22,12,mercredi,numerique,normale
1149,1149,3,16,lundi,telephone,urgente
1150,1150,36,13,lundi,telephone,urgente
1151,1151,5,17,mercredi,telephone,faible
1152,1152,31,13,mercredi,numerique,normale
1153,1153,9,16,lundi,visio,normale
1154,1154,10,11,vendredi,numerique,faible
1155,1155,19,18,jeudi,visio,urgente
1156,1156,8,16,jeudi,visio,faible
1157,1157,14,18,vendredi,numerique,faible
1158,1158,13,8,mardi,telephone,faible
1159,1159,27,13,lundi,visio,normale
1160,1160,10,17,vendredi,telephone,faible
1161,1161,31,12,mardi,telephone,urgente
1162,1162,14,8,mardi,physique,faible
1163,1163,39,13,mercredi,numerique,faible
1164,1164,28,14,mardi,numerique,faible
1165,1165,9,16,mercredi,visio,faible
1166,1166,17,12,mercredi,numerique,faible
1167,1167,18,8,jeudi,telephone,urgente
1168,1168,24,12,jeudi,telephone,faible
1169,1169,42,13,mardi,visio,faible
1170,1170,16,8,vendredi,telephone,urgente
1171,1171,14,9,lundi,physique,normale
1172,1172,8,16,lundi,numerique,normale
1173,1173,31,13,mercredi,numerique,normale
1174,1174,15,9,mercredi,visio,faible
1175,1175,6,8,mercredi,visio,urgente
1176,1176,11,9,mardi,physique,faible
1177,1177,18,8,mardi,telephone,urgente
1178,1178,9,10,jeudi,physique,urgente
1179,1179,10,11,mardi,visio,urgente
1180,1180,31,13,jeudi,visio,urgente
1181,1181,10,8,lundi,physique,faible
1182,1182,5,16,mercredi,physique,normale
1183,1183,12,10,mardi,numerique,urgente
1184,1184,12,16,mardi,physique,faible
1185,1185,44,13,lundi,numerique,urgente
1186,1186,9,16,lundi,telephone,urgente
1187,1187,25,14,lundi,physique,faible
1188,1188,12,10,jeudi,visio,faible
1189,1189,5,9,vendredi,numerique,normale
1190,1190,16,17,vendredi,visio,urgente
1191,1191,11,18,mardi,telephone,faible
1192,1192,12,16,vendredi,numerique,normale
1193,1193,9,17,mardi,telephone,urgente
1194,1194,6,18,lundi,telephone,faible
1195,1195,4,18,mardi,telephone,urgente
1196,1196,7,15,jeudi,numerique,urgente
1197,1197,10,8,vendredi,physique,urgente
1198,1198,21,10,lundi,visio,faible
1199,1199,14,9,mercredi,numerique,urgente
1200,1200,11,18,vendredi,physique,faible
1201,1201,7,11,mardi,numerique,normale
1202,1202,34,12,vendredi,visio,normale
